date,district,rainfall,ndvi_score,Price of water,Sorghum prices,Maize prices,Red Rice prices,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms
2018-01-01,Jilib,1.41,0.22,24.25,,6.167,14.5,,13.0,,,26.0,,,0 - 100,0 - 100,2
2018-01-01,Saakow,0.87,0.18,22.25,8.05,8.25,15.5,,2.0,,,,,,200 - 300,200 - 300,4
2018-01-01,Kismaayo,1.64,0.18,80.0,,10.0,14,760.0,13.0,,,19.0,14.0,24.0,900 - 1000,500 - 600,7
2018-01-01,Afmadow,1.79,0.32,40.0,,9.0,18,370.0,9.0,,,,5.0,3.0,600 - 700,100 - 200,4
2018-01-01,Badhaadhe,3.39,0.43,,,,,,,,,,,,,0 - 100,0
2018-01-01,Jamaame,1.14,0.18,10.0,,5.725,15,,12.0,,,8.0,4.0,54.0,,600 - 700,6
2017-12-01,Borama,3.51,0.2,4.0,4.0,4.8,5,104.0,,,,,,,200 - 300,0 - 100,6
2017-12-01,Baki,4.58,0.14,,,,,49.0,,,,,,,,0 - 100,0
2017-12-01,Lughaye,5.28,0.1,,6.0,,7,212.0,,,,,,,0 - 100,100 - 200,3
2017-12-01,Zeylac,5.24,0.11,6.0,5.0,7.0,7,,,,,1.0,,,,,3
2017-12-01,Hargeysa,1.35,0.0,11.0,5.5,8.0,6,589.0,18.0,,,9.0,,,400 - 500,100 - 200,7
2017-12-01,Berbera,5.66,0.11,,,,,110.0,5.0,,,,,,0 - 100,0 - 100,1
2017-12-01,Gebiley,1.83,0.2,10.5,4.0,,6,14.0,,,,5.0,,,0 - 100,0 - 100,2
2017-12-01,Burco,1.56,0.2,10.0,6.0,6.0,6,246.0,62.0,12.0,,7.0,,,0 - 100,0 - 100,6
2017-12-01,Buuhoodle,2.79,0.27,,,,,,5.0,,,,,,0 - 100,,1
2017-12-01,Owdweyne,2.02,0.17,,,,,14.0,,,,,,,300 - 400,300 - 400,0
2017-12-01,Sheikh,5.82,0.23,,,,,,,,,,,,,,0
2017-12-01,Laas Caanood,1.6,0.2,53.75,,,15.5,117.0,40.0,12.0,,9.0,1.0,5.0,100 - 200,,4
2017-12-01,Caynabo,1.65,0.16,,,,,16.0,,,,,,,,0 - 100,0
2017-12-01,Taleex,0.31,0.13,,,,,30.0,1.0,,,,1.0,0.0,,0 - 100,0
2017-12-01,Xudun,1.6,0.14,,,,16,45.0,2.0,,,,,,,0 - 100,1
2017-12-01,Ceerigaabo,1.86,0.14,45.0,,,16.5,29.0,1.0,,,,1.0,0.0,0 - 100,0 - 100,2
2017-12-01,Ceel Afweyn,2.74,0.15,,3.0,,4.5,136.0,4.0,,,,1.0,0.0,0 - 100,0 - 100,3
2017-12-01,Laasqoray,3.01,0.17,,,,,145.0,7.0,,,,,,300 - 400,300 - 400,2
2017-12-01,Bossaso,5.84,0.16,10.0,30.0,,16,598.0,6.0,6.0,,236.0,10.0,17.0,,0 - 100,6
2017-12-01,Bandarbeyla,6.78,0.15,30.0,,,20,57.0,1.0,,,2.0,,,,,3
2017-12-01,Caluula,8.92,0.2,20.0,,,24.5,314.0,,,,,,,,,4
2017-12-01,Iskushuban,2.67,0.14,30.0,,,17,77.0,,,,,7.0,11.0,,,3
2017-12-01,Qandala,6.13,0.19,,,,,228.0,,,,,,,0 - 100,0 - 100,2
2017-12-01,Qardho,1.71,0.14,,,,,52.0,25.0,,,,,,,0 - 100,1
2017-12-01,Garoowe,0.36,0.15,6.0,27.5,24.5,18.5,434.0,46.0,,,,2.0,5.0,0 - 100,0 - 100,8
2017-12-01,Burtinle,0.73,0.22,,23.0,,18,,20.0,,,,1.0,14.0,,,5
2017-12-01,Eyl,1.81,0.16,,24.0,,21.5,38.0,42.0,,,,,,,,1
2017-12-01,Gaalkacyo,1.02,0.21,20.0,13.0,20.0,20,998.0,305.0,,,11.0,8.0,14.0,0 - 100,0 - 100,10
2017-12-01,Galdogob,2.36,0.23,,,,,330.0,14.0,,,,,,,0 - 100,2
2017-12-01,Hobyo,2.79,0.18,,27.0,30.0,25,269.0,97.0,,,,1.0,0.0,,,4
2017-12-01,Jariiban,1.9,0.17,,28.0,,18,200.0,12.0,,,,,,,0 - 100,2
2017-12-01,Xarardheere,9.19,0.24,12.0,,13.0,17,230.0,,,,,,,,,2
2017-12-01,Dhuusamarreeb,0.65,0.27,15.0,12.0,12.0,20,1.119,,,,11.0,2.0,12.0,,0 - 100,3
2017-12-01,Cabudwaaq,0.86,0.29,15.0,18.0,17.0,20,537.0,11.0,,,24.0,1.0,1.0,,0 - 100,7
2017-12-01,Cadaado,0.5,0.22,,,,,133.0,,3.0,,54.0,,,,0 - 100,0
2017-12-01,Ceel Buur,3.1,0.29,,,,,165.0,,,,,2.0,2.0,,,3
2017-12-01,Ceel Dheer,4.44,0.28,10.0,9.0,,17,111.0,,,,42.0,,,,0 - 100,0
2017-12-01,Belet Weyne,1.16,0.3,20.0,12.0,8.0,17.75,119.0,22.0,136.0,,14.0,13.0,49.0,,0 - 100,5
2017-12-01,Bulo Burto,1.6,0.42,20.0,10.5,8.0,16,42.0,1.0,,,,7.0,15.0,,0 - 100,2
2017-12-01,Jalalaqsi,1.64,0.44,,,5.0,16.375,434.0,,,,,,,,0 - 100,1
2017-12-01,Jowhar,2.61,0.42,16.0,7.0,5.8,14,365.0,17.0,,,29.0,3.0,2.0,,0 - 100,4
2017-12-01,Adan Yabaal,4.71,0.32,15.0,22.5,,25.75,,,,,,,,,0 - 100,4
2017-12-01,Balcad,4.28,0.38,,8.0,7.5,14,96.0,11.0,,,47.0,3.0,4.0,,0 - 100,6
2017-12-01,Cadale,5.11,0.34,,12.0,12.0,14,127.0,,,,,,,,0 - 100,7
2017-12-01,Mogadishu,4.12,,,6.6,6.6,11.5,6.219,294.0,212.0,,168.0,40.0,64.0,,0 - 100,9
2017-12-01,Marka,2.8,0.42,45.25,8.6,7.575,15,779.0,45.0,1.0,,282.0,8.0,5.0,,,9
2017-12-01,Afgooye,3.79,0.38,25.0,10.0,9.0,13,2.447,6.0,2.0,,11.0,18.0,52.0,,,11
2017-12-01,Baraawe,1.73,0.34,,,7.5,15,,,,,,2.0,2.0,,0 - 100,7
2017-12-01,Kurtunwaarey,2.41,0.56,,,6.025,17.5,,,,,17.0,,,,,5
2017-12-01,Qoryooley,2.51,0.55,15.0,6.75,6.875,14,88.0,6.0,,,20.0,4.0,20.0,,,8
2017-12-01,Sablaale,2.99,0.59,,,,,,,,,,,,,,1
2017-12-01,Wanla Weyn,1.95,0.44,10.0,8.0,9.333,13,,16.0,1.0,,18.0,1.0,0.0,,,5
2017-12-01,Baydhaba,2.05,0.55,30.0,6.575,7.05,15,123.0,58.0,,,158.0,6.0,22.0,0 - 100,0 - 100,8
2017-12-01,Buur Hakaba,1.88,0.54,,5.0,7.25,15,402.0,,,,,2.0,12.0,,0 - 100,6
2017-12-01,Diinsoor,2.67,0.52,37.5,5.8,7.75,21.5,,,,,,1.0,2.0,,0 - 100,10
2017-12-01,Qansax Dheere,3.59,0.47,20.0,6.0,8.0,17,,,,,,2.0,0.0,,0 - 100,6
2017-12-01,Xudur,0.66,0.38,30.0,13.125,15.0,19.5,930.0,23.0,,,17.0,4.0,19.0,,0 - 100,9
2017-12-01,Ceel Barde,0.63,0.38,41.25,,,27,320.0,,,,,,,,0 - 100,3
2017-12-01,Tayeeglow,0.91,0.5,,7.0,7.0,16,153.0,,,,10.0,,,,0 - 100,2
2017-12-01,Waajid,1.4,0.4,,12.0,12.0,24,235.0,53.0,,,27.0,1.0,0.0,,0 - 100,4
2017-12-01,Rab Dhuure,1.04,0.25,,,,,,,,,,,,,0 - 100,0
2017-12-01,Garbahaarey,3.49,0.39,,,,,,,,,17.0,5.0,1.0,0 - 100,0 - 100,3
2017-12-01,Baardheere,4.0,0.48,8.0,12.0,12.0,16,301.0,,,,,3.0,1.0,200 - 300,200 - 300,8
2017-12-01,Belet Xaawo,2.36,0.41,22.0,15.0,,18,396.0,3.0,,,32.0,1.0,0.0,0 - 100,0 - 100,7
2017-12-01,Ceel Waaq,4.22,0.43,12.0,13.0,14.0,20,156.0,,,,,1.0,10.0,,,6
2017-12-01,Doolow,0.88,0.3,,,,,463.0,1.0,,,22.0,,,0 - 100,,1
2017-12-01,Luuq,1.72,0.31,14.5,13.0,13.0,20,347.0,12.0,,,35.0,,,100 - 200,100 - 200,7
2017-12-01,Bu'aale,3.64,0.59,28.75,6.75,6.55,15,,6.0,,,,,,0 - 100,0 - 100,2
2017-12-01,Jilib,5.96,0.55,27.5,,5.0,15,,10.0,,,22.0,,,0 - 100,0 - 100,2
2017-12-01,Saakow,2.69,0.5,25.0,7.15,7.0,16.125,,1.0,,,,,,0 - 100,100 - 200,2
2017-12-01,Kismaayo,11.81,0.46,80.0,,10.0,14,840.0,14.0,,,8.0,3.0,28.0,500 - 600,0 - 100,9
2017-12-01,Afmadow,4.39,0.46,40.0,,9.0,18,265.0,19.0,3.0,,,2.0,0.0,0 - 100,0 - 100,3
2017-12-01,Badhaadhe,10.22,0.57,,,,,57.0,,,,,,,,,1
2017-12-01,Jamaame,6.11,0.39,10.0,,5.0,15,,11.0,,,6.0,,,,500 - 600,3
2017-11-01,Borama,3.57,0.22,4.0,4.5,4.5,5,1.044,4.0,38.0,,9.0,2.0,0.0,100 - 200,0 - 100,7
2017-11-01,Baki,3.78,0.15,,,,,135.0,,,,,,,0 - 100,0 - 100,2
2017-11-01,Lughaye,3.79,0.09,,6.0,,7,405.0,,,,,,,0 - 100,0 - 100,5
2017-11-01,Zeylac,5.0,0.11,6.0,5.5,7.0,6,90.0,,,,,,,100 - 200,100 - 200,4
2017-11-01,Hargeysa,3.74,0.0,11.0,6.0,7.0,5,1.092,34.0,,,6.0,9.0,1.0,400 - 500,100 - 200,9
2017-11-01,Berbera,3.67,0.11,,,,,88.0,2.0,,,22.0,,,0 - 100,100 - 200,2
2017-11-01,Gebiley,3.39,0.23,10.5,4.5,,7,349.0,1.0,,,3.0,,,0 - 100,0 - 100,4
2017-11-01,Burco,6.93,0.21,10.0,6.0,6.0,6,343.0,28.0,38.0,,11.0,5.0,0.0,100 - 200,0 - 100,7
2017-11-01,Buuhoodle,27.21,0.27,,,,,175.0,14.0,,,,2.0,1.0,400 - 500,400 - 500,4
2017-11-01,Owdweyne,4.93,0.18,,,,,44.0,,,,,1.0,0.0,200 - 300,200 - 300,1
2017-11-01,Sheikh,4.22,0.24,,,,,,2.0,,,,,,,,2
2017-11-01,Laas Caanood,14.73,0.2,33.75,,,15.25,738.0,17.0,7.0,,10.0,3.0,1.0,300 - 400,4000 - 4100,5
2017-11-01,Caynabo,6.26,0.16,,,,,214.0,,,,,2.0,2.0,,0 - 100,2
2017-11-01,Taleex,2.82,0.14,,,,,99.0,6.0,,,3.0,1.0,1.0,0 - 100,0 - 100,4
2017-11-01,Xudun,6.34,0.13,,,,16,155.0,2.0,,,,,,,0 - 100,1
2017-11-01,Ceerigaabo,2.42,0.15,45.0,,,16.25,364.0,11.0,,,,4.0,0.0,300 - 400,400 - 500,3
2017-11-01,Ceel Afweyn,2.98,0.15,,3.0,,4,279.0,6.0,,,,1.0,0.0,0 - 100,100 - 200,4
2017-11-01,Laasqoray,1.67,0.17,,,,,760.0,22.0,,,6.0,,,300 - 400,300 - 400,2
2017-11-01,Bossaso,1.3,0.16,10.0,30.0,,16,2.101,24.0,5.0,,319.0,7.0,15.0,400 - 500,300 - 400,6
2017-11-01,Bandarbeyla,6.25,0.15,30.0,,,18,104.0,,,,,,,0 - 100,200 - 300,2
2017-11-01,Caluula,5.84,0.18,20.0,,,25,184.0,,,,,,,200 - 300,200 - 300,4
2017-11-01,Iskushuban,4.98,0.15,30.0,,,17,57.0,,,,,3.0,0.0,200 - 300,0 - 100,2
2017-11-01,Qandala,1.81,0.19,,,,,152.0,,,,,6.0,30.0,0 - 100,0 - 100,3
2017-11-01,Qardho,2.1,0.14,,,,,93.0,37.0,,,,,,500 - 600,300 - 400,1
2017-11-01,Garoowe,3.24,0.17,6.0,26.5,26.0,18,2.996,84.0,,,,2.0,1.0,1100 - 1200,1300 - 1400,8
2017-11-01,Burtinle,9.07,0.25,,22.5,,17.75,691.0,53.0,,,,,,700 - 800,500 - 600,3
2017-11-01,Eyl,4.95,0.18,,26.0,,20,346.0,58.0,,,,,,500 - 600,400 - 500,3
2017-11-01,Gaalkacyo,25.96,0.21,20.0,18.0,20.0,20,1.822,194.0,2.0,,17.0,3.0,5.0,5400 - 5500,400 - 500,11
2017-11-01,Galdogob,34.48,0.22,,,,,393.0,8.0,,,,1.0,0.0,0 - 100,600 - 700,2
2017-11-01,Hobyo,38.92,0.16,,27.0,30.0,25,821.0,3.0,,,,1.0,1.0,400 - 500,100 - 200,5
2017-11-01,Jariiban,15.79,0.18,,27.0,,17.5,191.0,7.0,,,,,,0 - 100,0 - 100,3
2017-11-01,Xarardheere,63.46,0.2,12.0,,13.0,17,801.0,,,,,,,0 - 100,0 - 100,4
2017-11-01,Dhuusamarreeb,64.97,0.23,6.0,20.0,20.0,20,1.357,7.0,,,,1.0,0.0,600 - 700,200 - 300,5
2017-11-01,Cabudwaaq,60.15,0.24,15.0,18.0,17.0,20,932.0,78.0,,,6.0,1.0,1.0,200 - 300,0 - 100,7
2017-11-01,Cadaado,40.79,0.2,,,,,962.0,,118.0,,21.0,2.0,2.0,,0 - 100,3
2017-11-01,Ceel Buur,75.99,0.28,,,,,213.0,,,,,,,,0 - 100,1
2017-11-01,Ceel Dheer,80.8,0.25,10.0,9.0,,17,111.0,11.0,,,30.0,,,,0 - 100,1
2017-11-01,Belet Weyne,60.51,0.28,20.0,14.0,9.0,18,929.0,8.0,,,47.0,7.0,1.0,,100 - 200,7
2017-11-01,Bulo Burto,83.85,0.35,20.0,11.0,9.0,16,144.0,8.0,,,1.0,,,,0 - 100,2
2017-11-01,Jalalaqsi,84.41,0.37,,,6.0,16,437.0,,,,,1.0,1.0,0 - 100,0 - 100,5
2017-11-01,Jowhar,84.85,0.3,16.0,7.125,6.175,14,1.952,20.0,,,15.0,3.0,4.0,,0 - 100,5
2017-11-01,Adan Yabaal,90.34,0.26,15.0,21.75,,26,,,,,,,,0 - 100,0 - 100,4
2017-11-01,Balcad,86.21,0.28,,10.0,8.0,14,101.0,11.0,,,54.0,6.0,22.0,1500 - 1500,2400 - 2500,5
2017-11-01,Cadale,86.37,0.25,,12.0,12.0,14,107.0,,,,,,,,,6
2017-11-01,Mogadishu,63.24,,,7.8,7.8,11,19.707,285.0,129.0,,158.0,44.0,31.0,23300 - 23400,15000 - 15100,11
2017-11-01,Marka,45.19,0.32,44.0,9.15,7.65,15,1.171,87.0,6.0,,284.0,11.0,11.0,900 - 900,1400 - 1500,11
2017-11-01,Afgooye,82.74,0.25,15.0,9.0,7.667,13,6.148,30.0,5.0,,18.0,22.0,124.0,3100 - 3200,8600 - 8700,10
2017-11-01,Baraawe,52.57,0.23,,,8.0,15.25,,,,,,5.0,3.0,,200 - 300,8
2017-11-01,Kurtunwaarey,81.36,0.34,,,6.15,18,,1.0,,,14.0,3.0,0.0,,200 - 300,5
2017-11-01,Qoryooley,70.28,0.35,15.0,5.65,5.575,14,428.0,6.0,,,16.0,8.0,11.0,,1600 - 1700,9
2017-11-01,Sablaale,108.0,0.41,,,,,,,,,,1.0,0.0,,0 - 100,1
2017-11-01,Wanla Weyn,81.95,0.31,10.0,9.333,8.0,13,,6.0,13.0,,11.0,6.0,15.0,,0 - 100,6
2017-11-01,Baydhaba,93.73,0.45,25.0,7.3,7.2,15,228.0,50.0,,,180.0,5.0,10.0,6600 - 6700,5400 - 5500,10
2017-11-01,Buur Hakaba,90.61,0.43,,4.5,7.0,14,385.0,,,,,5.0,111.0,200 - 300,600 - 700,6
2017-11-01,Diinsoor,118.0,0.36,35.0,6.05,8.0,22,355.0,,,,,1.0,0.0,300 - 400,1100 - 1200,8
2017-11-01,Qansax Dheere,92.18,0.3,20.0,6.0,8.0,17,299.0,,,,,,,300 - 400,900 - 1000,7
2017-11-01,Xudur,36.41,0.35,30.0,14.25,15.0,19,1.024,,,,6.0,4.0,5.0,0 - 100,0 - 100,8
2017-11-01,Ceel Barde,39.14,0.34,47.5,,,26,1.055,,,,,1.0,4.0,0 - 100,0 - 100,7
2017-11-01,Tayeeglow,64.73,0.47,,7.0,7.0,16,168.0,,,,,,,600 - 700,400 - 500,4
2017-11-01,Waajid,73.24,0.35,,12.0,12.25,23.5,506.0,79.0,,,10.0,2.0,1.0,0 - 100,0 - 100,7
2017-11-01,Rab Dhuure,46.18,0.2,,,,,226.0,,,,,,,400 - 500,100 - 200,0
2017-11-01,Garbahaarey,99.47,0.28,,,,,156.0,,,,14.0,1.0,0.0,0 - 100,0 - 100,0
2017-11-01,Baardheere,164.0,0.31,8.0,13.0,12.0,16,784.0,,,,,1.0,1.0,200 - 300,100 - 200,9
2017-11-01,Belet Xaawo,88.42,0.31,22.0,15.0,,18.25,516.0,4.0,,,26.0,,,0 - 100,0 - 100,7
2017-11-01,Ceel Waaq,139.0,0.29,12.0,13.5,14.125,20,130.0,,,,,1.0,0.0,,0 - 100,6
2017-11-01,Doolow,68.12,0.22,,,,,1.449,3.0,,,19.0,,,0 - 100,,2
2017-11-01,Luuq,84.86,0.23,15.0,13.125,13.5,20,598.0,,,,22.0,,,0 - 100,0 - 100,4
2017-11-01,Bu'aale,150.0,0.41,30.0,6.25,6.575,16,,5.0,1.0,,,1.0,4.0,700 - 800,700 - 800,4
2017-11-01,Jilib,102.0,0.38,31.0,,5.25,14.5,,12.0,,,28.0,1.0,81.0,400 - 500,300 - 400,6
2017-11-01,Saakow,151.0,0.3,27.5,6.675,6.875,16.25,,6.0,,,,,,1600 - 1700,1600 - 1700,3
2017-11-01,Kismaayo,92.43,0.31,80.0,,10.0,14,4.298,27.0,,,6.0,8.0,14.0,200 - 300,300 - 400,8
2017-11-01,Afmadow,144.0,0.3,40.0,,10.0,18,367.0,19.0,,,2.0,2.0,2.0,0 - 100,100 - 200,6
2017-11-01,Badhaadhe,113.0,0.45,,,,,54.0,,,,,1.0,0.0,,0 - 100,2
2017-11-01,Jamaame,71.31,0.3,10.0,,5.075,15,,13.0,,,6.0,,,0 - 100,100 - 200,4
2017-10-01,Borama,5.53,0.25,4.0,4.0,4.5,5,1.367,,182.0,,20.0,1.0,0.0,300 - 400,200 - 300,7
2017-10-01,Baki,8.77,0.15,,,,,321.0,,,,,,,,0 - 100,2
2017-10-01,Lughaye,8.49,0.09,,6.0,,7,638.0,,,,,,,0 - 100,0 - 100,5
2017-10-01,Zeylac,6.56,0.11,5.5,7.0,6.0,5.2,79.0,,16.0,,8.0,,,0 - 100,,5
2017-10-01,Hargeysa,13.59,0.0,11.0,5.0,7.0,5,1.362,12.0,,,10.0,9.0,1.0,400 - 500,0 - 100,9
2017-10-01,Berbera,22.35,0.11,,,,,127.0,7.0,,,,,,0 - 100,0 - 100,2
2017-10-01,Gebiley,5.14,0.26,11.0,3.9,,6,549.0,,,,3.0,,,100 - 200,100 - 200,4
2017-10-01,Burco,45.71,0.2,8.4,6.0,6.0,5,594.0,37.0,115.0,,,4.0,2.0,0 - 100,100 - 200,8
2017-10-01,Buuhoodle,102.0,0.22,,,,,622.0,43.0,,,,1.0,0.0,400 - 500,400 - 500,2
2017-10-01,Owdweyne,27.98,0.17,,,,,80.0,1.0,,,,1.0,0.0,100 - 200,100 - 200,0
2017-10-01,Sheikh,29.98,0.22,,,,,25.0,1.0,,,,,,,,1
2017-10-01,Laas Caanood,60.29,0.16,38.75,,,15.5,1.237,16.0,9.0,,10.0,2.0,1.0,100 - 200,0 - 100,5
2017-10-01,Caynabo,35.31,0.15,,,,,154.0,,,,,,,0 - 100,0 - 100,0
2017-10-01,Taleex,28.0,0.13,,,,,152.0,,,,,,,,0 - 100,1
2017-10-01,Xudun,20.95,0.12,,,,16,397.0,,,,,,,,0 - 100,0
2017-10-01,Ceerigaabo,12.06,0.14,45.0,,,15.8,1.264,5.0,,,,2.0,0.0,400 - 500,200 - 300,4
2017-10-01,Ceel Afweyn,25.7,0.14,,2.625,,4,211.0,6.0,,,,1.0,0.0,0 - 100,200 - 300,4
2017-10-01,Laasqoray,12.02,0.16,,,,,1.397,15.0,,,153.0,3.0,0.0,1800 - 1900,1800 - 1900,2
2017-10-01,Bossaso,9.14,0.15,10.0,30.0,,15.6,1.892,13.0,17.0,,68.0,19.0,21.0,200 - 300,100 - 200,6
2017-10-01,Bandarbeyla,21.95,0.13,30.0,,,18,596.0,,,,,,,,,2
2017-10-01,Caluula,2.26,0.17,20.0,,,25,654.0,,,,,,,0 - 100,0 - 100,3
2017-10-01,Iskushuban,6.69,0.14,30.0,,,16.2,1.754,,,,,3.0,2.0,0 - 100,0 - 100,4
2017-10-01,Qandala,9.82,0.18,,,,,1.013,,,,,2.0,2.0,,0 - 100,3
2017-10-01,Qardho,21.05,0.13,,,,,2.349,57.0,,,3.0,1.0,1.0,2400 - 2500,3000 - 3100,4
2017-10-01,Garoowe,46.8,0.14,6.0,23.2,23.2,16.4,2.354,48.0,,,,7.0,1.0,400 - 500,0 - 100,6
2017-10-01,Burtinle,47.87,0.18,,22.4,,17.6,548.0,31.0,,,,,,,0 - 100,4
2017-10-01,Eyl,19.64,0.15,,27.6,,20,404.0,,,,,,,100 - 200,0 - 100,2
2017-10-01,Gaalkacyo,36.0,0.17,20.0,18.0,22.0,20,527.0,55.0,,,,11.0,26.0,2400 - 2500,500 - 600,9
2017-10-01,Galdogob,45.47,0.18,,,,,483.0,1.0,,,,,,0 - 100,0 - 100,1
2017-10-01,Hobyo,20.7,0.14,,27.0,30.0,20,829.0,,,,,1.0,0.0,300 - 400,1400 - 1500,3
2017-10-01,Jariiban,13.02,0.15,,26.4,,17,112.0,29.0,,,,,,0 - 100,200 - 300,5
2017-10-01,Xarardheere,13.63,0.15,10.0,,14.0,17,1.142,,,,,,,100 - 200,200 - 300,5
2017-10-01,Dhuusamarreeb,59.33,0.19,10.0,20.0,20.0,20,677.0,2.0,,,45.0,,,1100 - 1200,1000 - 1100,6
2017-10-01,Cabudwaaq,73.0,0.19,15.0,17.5,17.0,21,605.0,26.0,,,6.0,,,,100 - 200,5
2017-10-01,Cadaado,36.89,0.18,,,,,1.119,63.0,18.0,,45.0,1.0,1.0,,0 - 100,4
2017-10-01,Ceel Buur,34.17,0.21,,,,,226.0,,,,,2.0,2.0,,0 - 100,3
2017-10-01,Ceel Dheer,25.86,0.19,20.0,12.0,,17,158.0,,,,43.0,,,,,6
2017-10-01,Belet Weyne,46.03,0.21,20.0,13.6,9.0,20,2.126,5.0,,,49.0,16.0,23.0,100 - 200,0 - 100,9
2017-10-01,Bulo Burto,36.31,0.24,25.0,12.0,10.0,18,127.0,6.0,,,,9.0,4.0,,0 - 100,6
2017-10-01,Jalalaqsi,38.12,0.27,,,6.0,16,747.0,,,,,,,,0 - 100,4
2017-10-01,Jowhar,42.67,0.24,16.0,8.75,6.6,14,3.57,38.0,,,2.0,12.0,6.0,,0 - 100,6
2017-10-01,Adan Yabaal,33.86,0.21,15.0,22.0,,25.5,,,,,,,,,,4
2017-10-01,Balcad,44.1,0.24,,8.0,7.0,14,1.506,59.0,,,28.0,6.0,7.0,200 - 300,200 - 300,5
2017-10-01,Cadale,33.7,0.19,,13.0,16.0,16,132.0,,,,,1.0,0.0,,0 - 100,7
2017-10-01,Mogadishu,27.85,,,9.3,9.82,10.4,15.334,251.0,127.0,,173.0,68.0,670.0,16400 - 16500,9400 - 9500,12
2017-10-01,Marka,15.13,0.31,44.0,9.333,8.65,14,1.067,39.0,40.0,,241.0,14.0,7.0,300 - 400,700 - 800,11
2017-10-01,Afgooye,33.22,0.23,17.5,10.5,8.5,13,3.04,11.0,,,2.0,41.0,90.0,0 - 100,1900 - 2000,10
2017-10-01,Baraawe,20.38,0.22,,,8.625,15.25,153.0,,,,,3.0,0.0,,0 - 100,5
2017-10-01,Kurtunwaarey,33.47,0.31,,,6.25,15.25,67.0,10.0,,,10.0,1.0,10.0,0 - 100,100 - 200,9
2017-10-01,Qoryooley,29.77,0.3,15.0,8.0,6.125,14,311.0,4.0,14.0,,14.0,10.0,0.0,,4200 - 4300,10
2017-10-01,Sablaale,49.75,0.36,,,,,,,,,,,,,200 - 300,1
2017-10-01,Wanla Weyn,35.55,0.23,10.0,7.333,7.333,13,1.045,16.0,8.0,,19.0,1.0,3.0,,0 - 100,7
2017-10-01,Baydhaba,53.78,0.31,37.5,7.7,7.65,15,3.752,37.0,10.0,,133.0,9.0,2.0,8000 - 8100,4700 - 4800,12
2017-10-01,Buur Hakaba,34.44,0.32,,4.0,7.5,14,206.0,,,,7.0,1.0,0.0,100 - 200,100 - 200,4
2017-10-01,Diinsoor,31.17,0.28,37.5,7.325,10.0,20,527.0,,,,,3.0,0.0,0 - 100,1400 - 1500,8
2017-10-01,Qansax Dheere,53.74,0.23,20.0,6.0,8.0,17,,,,,,,,0 - 100,1500 - 1600,7
2017-10-01,Xudur,60.93,0.24,30.0,15.0,15.0,18.6,660.0,7.0,,,5.0,8.0,16.0,100 - 100,200 - 300,10
2017-10-01,Ceel Barde,54.47,0.22,40.0,,16.4,26.4,932.0,,,,,,,,400 - 500,5
2017-10-01,Tayeeglow,31.93,0.3,,8.0,8.0,16.4,149.0,,,,,,,900 - 1000,1000 - 1100,5
2017-10-01,Waajid,74.56,0.23,,13.0,13.4,24,467.0,66.0,,,9.0,6.0,16.0,1300 - 1400,1100 - 1200,7
2017-10-01,Rab Dhuure,66.13,0.15,,,,,1.004,,,,,5.0,4.0,500 - 600,1000 - 1100,3
2017-10-01,Garbahaarey,41.0,0.22,,,,,449.0,,,,9.0,1.0,3.0,100 - 200,100 - 200,3
2017-10-01,Baardheere,45.35,0.24,8.0,12.2,12.7,16.4,222.0,,,,,1.0,25.0,200 - 300,400 - 500,9
2017-10-01,Belet Xaawo,32.85,0.23,22.0,15.4,,18.4,775.0,4.0,,,22.0,,,0 - 100,0 - 100,9
2017-10-01,Ceel Waaq,46.69,0.25,12.6,13.5,14.5,19.6,,,,,,1.0,0.0,,0 - 100,3
2017-10-01,Doolow,34.84,0.17,,,,,970.0,1.0,,,19.0,,,100 - 200,,1
2017-10-01,Luuq,45.18,0.17,15.0,13.2,13.3,20,685.0,1.0,,,15.0,,,100 - 200,400 - 500,7
2017-10-01,Bu'aale,38.13,0.35,29.0,5.0,6.575,15.5,,5.0,3.0,,,,,200 - 300,100 - 200,2
2017-10-01,Jilib,31.51,0.35,29.25,,6.0,14,,9.0,,,28.0,,,0 - 100,0 - 100,3
2017-10-01,Saakow,32.98,0.25,27.5,5.875,6.425,16,,7.0,,,,1.0,0.0,300 - 400,0 - 100,4
2017-10-01,Kismaayo,29.05,0.32,80.0,,10.0,14,3.026,24.0,6.0,,19.0,16.0,41.0,600 - 700,600 - 700,7
2017-10-01,Afmadow,41.06,0.26,80.0,,10.0,18,236.0,74.0,,,4.0,3.0,1.0,500 - 600,300 - 400,4
2017-10-01,Badhaadhe,36.09,0.46,,,,,132.0,,,,,2.0,2.0,,0 - 100,3
2017-10-01,Jamaame,12.23,0.32,10.0,,5.475,14,,12.0,2.0,,11.0,1.0,2.0,,100 - 200,4
2017-09-01,Borama,98.74,0.21,4.5,5.5,5.0,5.2,1.173,,138.0,,24.0,2.0,0.0,200 - 300,0 - 100,5
2017-09-01,Baki,39.25,0.13,,,,,497.0,,,,,3.0,2.0,0 - 100,0 - 100,3
2017-09-01,Lughaye,9.33,0.09,,5.0,,8,497.0,,,,,,,,0 - 100,3
