date,district,rainfall,ndvi_score,Price of water,Sorghum prices,Maize prices,Red Rice prices,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms
2020-12-01,Belet Weyne,1.23,0.3,26.0,17.625,11.5,16,2.558,4.0,,,,12.0,4.0,,0 - 100,9
2020-12-01,Bulo Burto,2.46,0.43,11.0,13.0,12.0,20,856.0,1.0,,,,8.0,9.0,100 - 200,100 - 200,6
2020-12-01,Jalalaqsi,2.01,0.51,,12.0,13.0,20,,3.0,,,,2.0,4.0,,,6
2020-12-01,Jowhar,3.29,0.55,16.0,7.1,5.56,15.6,622.0,19.0,,,1.0,11.0,7.0,,0 - 100,6
2020-12-01,Adan Yabaal,7.13,0.51,15.0,21.2,,20,,,,,,1.0,0.0,,0 - 100,1
2020-12-01,Balcad,4.64,0.57,,6.0,9.0,15,1.475,1.0,5.0,,1.0,2.0,5.0,,,6
2020-12-01,Cadale,6.28,0.57,,,,,,,,,,1.0,5.0,,,3
2020-12-01,Mogadishu,4.51,0.31,,8.6,9.95,11.25,8.284,51.0,59.0,,196.0,51.0,40.0,1900 - 2000,200 - 300,9
2020-12-01,Marka,3.04,0.66,51.6,7.72,6.88,14,4.15,4.0,1.0,,21.0,27.0,4.0,20300 - 20400,21000 - 21100,7
2020-12-01,Afgooye,4.64,0.59,8.25,6.934,8.8,14.4,2.642,,,,2.0,30.0,23.0,400 - 500,500 - 600,5
2020-12-01,Baraawe,1.7,0.56,,,5.25,15,379.0,,,,3.0,7.0,0.0,,0 - 100,0
2020-12-01,Kurtunwaarey,2.6,0.78,,4.2,5.0,17,,2.0,,,14.0,1.0,1.0,0 - 100,900 - 1000,7
2020-12-01,Qoryooley,2.84,0.7,17.0,5.8,5.3,15.4,133.0,,,,26.0,4.0,0.0,300 - 400,200 - 300,4
2020-12-01,Sablaale,2.97,0.8,,,,,,,,,,1.0,17.0,,,3
2020-12-01,Wanla Weyn,2.42,0.52,6.0,6.666,8.0,14,101.0,,,,,3.0,11.0,3600 - 3700,4500 - 4500,3
2020-12-01,Baydhaba,3.6,0.55,25.0,6.6,6.6,15.75,2.863,30.0,21.0,,286.0,10.0,10.0,700 - 800,200 - 300,4
2020-12-01,Buur Hakaba,3.42,0.65,,4.0,8.0,16,423.0,,,,,1.0,0.0,,0 - 100,5
2020-12-01,Diinsoor,6.41,0.65,31.25,6.525,6.5,32.75,,,,,,4.0,4.0,800 - 900,1100 - 1200,7
2020-12-01,Qansax Dheere,10.85,0.51,30.0,5.25,6.0,25.25,193.0,,33.0,,4.0,2.0,0.0,,200 - 300,3
2020-12-01,Xudur,0.74,0.37,35.0,12.5,13.5,24.75,1.069,1.0,5.0,,14.0,10.0,5.0,,100 - 200,5
2020-12-01,Ceel Barde,0.65,0.29,37.5,20.0,20.75,38.5,337.0,,,,2.0,3.0,25.0,,,6
2020-12-01,Tayeeglow,1.07,0.47,,6.0,6.25,17,,,,,,1.0,1.0,200 - 200,200 - 200,3
2020-12-01,Waajid,1.9,0.32,,12.5,12.5,35.75,737.0,,,,,3.0,0.0,200 - 200,200 - 300,5
2020-12-01,Rab Dhuure,1.17,0.21,,,,,181.0,,,,,,,,,0
2020-12-01,Garbahaarey,7.39,0.39,,,,,,,,,24.0,6.0,9.0,100 - 200,100 - 200,3
2020-12-01,Baardheere,14.35,0.53,8.0,8.125,11.25,18,112.0,,,,,3.0,0.0,0 - 100,500 - 600,2
2020-12-01,Belet Xaawo,3.23,0.35,21.75,17.25,17.75,19.75,595.0,,,,,2.0,0.0,,100 - 200,3
2020-12-01,Ceel Waaq,11.7,0.51,13.5,16.0,15.75,24.25,60.0,,,,,2.0,2.0,,,8
2020-12-01,Doolow,1.22,0.2,,,,,1.662,,,,43.0,,,,,1
2020-12-01,Luuq,3.19,0.25,8.75,10.25,10.0,19.333,951.0,,,,2.0,1.0,1.0,500 - 600,0 - 100,3
2020-12-01,Bu'aale,4.16,0.71,27.75,8.175,6.375,16.45,,27.0,,,,,,0 - 100,400 - 500,3
2020-12-01,Jilib,5.48,0.73,29.75,,6.45,16.625,,43.0,,,93.0,2.0,10.0,,0 - 100,4
2020-12-01,Saakow,7.64,0.63,31.5,8.025,6.575,16.75,,19.0,,,,1.0,0.0,1800 - 1900,200 - 300,3
2020-12-01,Kismaayo,18.29,0.61,50.0,,11.0,14,2.575,33.0,2.0,,1.0,17.0,8.0,600 - 700,0 - 100,6
2020-12-01,Afmadow,8.47,0.58,18.0,,10.0,14,743.0,,,,,8.0,8.0,100 - 200,0 - 100,4
2020-12-01,Badhaadhe,23.06,0.71,,,,,1.323,1.0,,,,4.0,2.0,0 - 100,0 - 100,3
2020-12-01,Jamaame,4.97,0.55,10.0,,7.25,16,,,,,,1.0,16.0,400 - 500,1000 - 1100,5
2020-11-01,Borama,13.85,0.21,5.0,3.875,4.375,6,424.0,,,,,,,400 - 500,300 - 400,3
2020-11-01,Baki,21.74,0.17,,,,,205.0,,,,,,,0 - 100,0 - 100,1
2020-11-01,Lughaye,25.88,0.13,,6.0,6.5,6.5,615.0,,,,,,,0 - 100,0 - 100,3
2020-11-01,Zeylac,22.61,0.13,5.0,5.0,,7.25,291.0,,,,,,,0 - 100,0 - 100,1
2020-11-01,Hargeysa,10.59,0.19,10.5,3.625,6.0,7,4.543,,,,,,,100 - 200,0 - 100,3
2020-11-01,Berbera,21.73,0.14,,,,,612.0,,,,,,,,0 - 100,1
2020-11-01,Gebiley,12.7,0.22,12.0,3.0,7.5,7.375,2.052,,,,,,,,,2
2020-11-01,Burco,4.58,0.21,10.0,5.25,5.25,5,1.649,,,,,1.0,4.0,100 - 200,100 - 200,5
2020-11-01,Buuhoodle,3.07,0.26,,,,,1.141,,,,,1.0,2.0,600 - 700,200 - 300,4
2020-11-01,Owdweyne,7.99,0.21,,,,,327.0,,,,,,,100 - 200,100 - 200,1
2020-11-01,Sheikh,17.85,0.24,,,,,74.0,,,,,,,,0 - 100,1
2020-11-01,Laas Caanood,2.54,0.21,80.0,,,27.5,1.8,,,,,5.0,6.0,900 - 1000,700 - 800,6
2020-11-01,Caynabo,4.02,0.17,,,,,331.0,,,,,1.0,0.0,100 - 200,700 - 800,2
2020-11-01,Taleex,2.85,0.16,,,,,60.0,,,,,,,0 - 100,0 - 100,0
2020-11-01,Xudun,3.96,0.15,,,,27.85,60.0,,,,,,,0 - 100,100 - 200,1
2020-11-01,Ceerigaabo,6.6,0.16,45.0,,,19,262.0,,1.0,,,,,200 - 300,200 - 300,2
2020-11-01,Ceel Afweyn,6.58,0.17,,,,7.8,60.0,,,,1.0,,,0 - 100,0 - 100,2
2020-11-01,Laasqoray,5.54,0.19,,,,,727.0,,,,,,,700 - 800,700 - 800,1
2020-11-01,Bossaso,4.08,0.17,12.25,38.0,,24,1.058,,,,,4.0,2.0,300 - 400,0 - 100,7
2020-11-01,Bandarbeyla,13.56,0.15,30.0,,,25,37.0,,,,,,,0 - 100,100 - 200,2
2020-11-01,Caluula,78.73,0.22,35.0,,,32,44.0,,,,,,,,0 - 100,3
2020-11-01,Iskushuban,29.58,0.15,30.0,,,25,87.0,,,,,,,800 - 900,800 - 900,2
2020-11-01,Qandala,9.68,0.21,,,,,41.0,,,,,,,,100 - 200,0
2020-11-01,Qardho,3.14,0.15,,,,,65.0,,,,,,,700 - 800,1200 - 1300,0
2020-11-01,Garoowe,1.86,0.17,14.75,29.75,27.375,24.25,666.0,,,,,,,600 - 700,300 - 400,5
2020-11-01,Burtinle,2.4,0.28,,,,25.4,393.0,,,,,,,400 - 500,,1
2020-11-01,Eyl,3.85,0.2,,35.333,,26.2,266.0,,,,,,,,100 - 200,3
2020-11-01,Gaalkacyo,3.35,0.3,24.0,12.0,13.5,22,616.0,,103.0,,,6.0,3.0,100 - 200,100 - 200,4
2020-11-01,Galdogob,3.39,0.3,,,,,269.0,,,,,3.0,14.0,100 - 200,100 - 200,4
2020-11-01,Hobyo,4.3,0.31,,39.0,54.0,39,523.0,,,,,2.0,9.0,500 - 600,500 - 600,9
2020-11-01,Jariiban,3.11,0.24,,32.4,,28.8,309.0,,,,,,,,0 - 100,5
2020-11-01,Xarardheere,8.67,0.37,5.75,9.0,14.0,17.5,216.0,,,,,1.0,0.0,,,1
2020-11-01,Dhuusamarreeb,8.31,0.39,15.0,14.0,16.0,18,635.0,1.0,92.0,,10.0,13.0,20.0,2700 - 2700,9900 - 10000,4
2020-11-01,Cabudwaaq,7.69,0.36,10.0,21.3,20.0,22.4,782.0,,30.0,,,2.0,5.0,7200 - 7200,,9
2020-11-01,Cadaado,4.81,0.32,,,,,270.0,,1.0,,2.0,1.0,2.0,0 - 100,0 - 100,3
2020-11-01,Ceel Buur,11.64,0.43,,,,,,,,,,,,,,1
2020-11-01,Ceel Dheer,20.25,0.45,20.0,10.875,,16.25,428.0,,,,,,,,,1
2020-11-01,Belet Weyne,14.92,0.5,26.0,16.5,11.25,16,2.347,6.0,,,,14.0,9.0,,0 - 100,8
2020-11-01,Bulo Burto,24.47,0.63,12.0,12.75,12.0,17.25,2.653,4.0,,,,4.0,1.0,,0 - 100,5
2020-11-01,Jalalaqsi,26.28,0.64,,13.0,14.0,22,115.0,,,,,6.0,4.0,,0 - 100,7
2020-11-01,Jowhar,35.7,0.61,16.0,6.25,6.75,16.5,330.0,21.0,,,5.0,5.0,4.0,52100 - 52200,51900 - 52000,8
2020-11-01,Adan Yabaal,22.31,0.55,15.0,22.0,,20.75,,,,,,,,,,3
2020-11-01,Balcad,43.79,0.54,,6.0,9.0,16,536.0,2.0,1.0,,2.0,4.0,6.0,0 - 100,0 - 100,6
2020-11-01,Cadale,28.06,0.56,,12.5,13.5,15,96.0,,,,,4.0,9.0,,0 - 100,5
2020-11-01,Mogadishu,47.17,0.25,,7.75,9.3,10.5,14.307,62.0,81.0,,194.0,30.0,34.0,13500 - 13600,11600 - 11700,9
2020-11-01,Marka,33.17,0.5,50.0,8.0,6.6,14.25,2.334,3.0,,,16.0,19.0,5.0,100 - 200,300 - 400,6
2020-11-01,Afgooye,47.1,0.51,6.0,8.0,8.75,13,2.812,,5.0,,,25.0,32.0,6200 - 6300,7000 - 7100,6
2020-11-01,Baraawe,23.47,0.42,,,5.25,16,583.0,,,,6.0,10.0,1.0,100 - 200,0 - 100,2
2020-11-01,Kurtunwaarey,33.18,0.74,,,4.825,14,,6.0,,,8.0,,,0 - 100,700 - 800,1
2020-11-01,Qoryooley,35.71,0.69,18.75,5.0,5.2,15.5,219.0,,,,33.0,2.0,0.0,49200 - 49300,49400 - 49500,4
2020-11-01,Sablaale,33.59,0.78,,,,,,,,,,1.0,11.0,0 - 100,200 - 300,3
2020-11-01,Wanla Weyn,34.12,0.59,6.0,6.5,8.0,15,928.0,,,,,1.0,12.0,0 - 100,700 - 800,6
2020-11-01,Baydhaba,44.74,0.71,25.0,7.05,7.225,17.5,2.326,36.0,22.0,,359.0,15.0,2.0,500 - 600,300 - 400,7
2020-11-01,Buur Hakaba,40.34,0.71,,5.0,8.0,17.5,453.0,,,,,5.0,2.0,0 - 100,100 - 200,9
2020-11-01,Diinsoor,54.06,0.67,31.25,4.95,5.375,32.5,,,,,,,,700 - 800,700 - 800,2
2020-11-01,Qansax Dheere,44.0,0.62,30.0,4.625,6.0,25.25,,,15.0,,1.0,2.0,2.0,,200 - 300,6
2020-11-01,Xudur,20.45,0.63,30.0,12.5,13.5,20,1.594,1.0,27.0,,18.0,4.0,0.0,,0 - 100,1
2020-11-01,Ceel Barde,15.44,0.55,30.0,20.0,21.5,37.5,374.0,,6.0,,2.0,1.0,0.0,,0 - 100,3
2020-11-01,Tayeeglow,30.52,0.74,,6.5,6.0,17,264.0,,,,,,,1400 - 1500,1300 - 1400,0
2020-11-01,Waajid,35.63,0.57,,12.5,12.5,29.75,625.0,,,,,6.0,8.0,1300 - 1400,1400 - 1500,7
2020-11-01,Rab Dhuure,23.22,0.32,,,,,146.0,,,,,,,700 - 800,800 - 900,0
2020-11-01,Garbahaarey,24.8,0.51,,,,,156.0,,,,7.0,2.0,0.0,0 - 100,0 - 100,1
2020-11-01,Baardheere,56.42,0.57,8.25,8.0,11.5,18,421.0,,,,,3.0,1.0,100 - 200,500 - 600,4
2020-11-01,Belet Xaawo,22.81,0.47,22.0,16.75,17.5,20,639.0,,,,5.0,,,0 - 100,0 - 100,3
2020-11-01,Ceel Waaq,37.16,0.6,13.75,16.75,16.75,26.5,171.0,,,,,2.0,0.0,,,6
2020-11-01,Doolow,17.96,0.22,,,,,1.081,,,,6.0,1.0,0.0,300 - 400,,2
2020-11-01,Luuq,26.73,0.34,11.0,9.0,9.75,19,839.0,,,,,1.0,2.0,200 - 300,,3
2020-11-01,Bu'aale,45.09,0.69,27.0,7.9,6.05,16.5,,24.0,,,,1.0,7.0,,1000 - 1100,5
2020-11-01,Jilib,39.36,0.61,26.5,,6.05,16.425,,44.0,,,79.0,1.0,0.0,,0 - 100,1
2020-11-01,Saakow,54.25,0.6,25.75,8.025,6.242,17.1,,21.0,,,,,,2900 - 3000,900 - 1000,3
2020-11-01,Kismaayo,36.37,0.53,50.0,,11.25,14,2.334,104.0,,,4.0,15.0,9.0,300 - 400,0 - 100,7
2020-11-01,Afmadow,53.37,0.56,18.0,,10.75,14,612.0,,,,5.0,9.0,3.0,100 - 200,100 - 200,4
2020-11-01,Badhaadhe,53.0,0.61,,,,,627.0,,,,,1.0,0.0,0 - 100,0 - 100,2
2020-11-01,Jamaame,29.91,0.44,10.0,,7.0,16.5,,,,,,1.0,1.0,2100 - 2200,2300 - 2400,4
2020-10-01,Borama,7.04,0.27,5.0,4.238,4.3,5.25,432.0,12.0,,,1.0,,,400 - 500,300 - 400,6
2020-10-01,Baki,7.49,0.19,,,,,231.0,,,,,,,0 - 100,100 - 200,2
2020-10-01,Lughaye,9.7,0.12,,,,,457.0,,,,,,,0 - 100,0 - 100,2
2020-10-01,Zeylac,8.76,0.13,5.0,5.0,,7.25,612.0,,,,,,,0 - 100,0 - 100,1
2020-10-01,Hargeysa,11.45,0.23,10.0,3.875,6.0,6.925,1.401,,,,,1.0,1.0,100 - 200,0 - 100,7
2020-10-01,Berbera,12.61,0.14,,,,,119.0,,,,,,,,0 - 100,1
2020-10-01,Gebiley,6.14,0.3,11.5,2.8,5.5,7.05,1.266,,,,,,,,,3
2020-10-01,Burco,9.86,0.26,10.0,6.0,6.0,5,265.0,,,,,1.0,0.0,100 - 200,100 - 200,4
2020-10-01,Buuhoodle,26.72,0.32,,,,,1.215,3.0,58.0,,125.0,,,0 - 100,0 - 100,3
2020-10-01,Owdweyne,8.93,0.25,,,,,113.0,,,,2.0,,,100 - 200,100 - 200,1
2020-10-01,Sheikh,9.77,0.32,,,,,11.0,,,,,,,,,1
2020-10-01,Laas Caanood,36.79,0.23,55.0,,,28,1.936,,11.0,,,3.0,2.0,1100 - 1200,800 - 900,6
2020-10-01,Caynabo,9.71,0.22,,,,,554.0,,,,,,,100 - 200,100 - 200,2
2020-10-01,Taleex,18.24,0.19,,,,,44.0,,,,,,,,100 - 200,0
2020-10-01,Xudun,9.57,0.18,,,,23,94.0,,,,,,,,100 - 200,2
2020-10-01,Ceerigaabo,6.71,0.19,45.0,,,18.5,270.0,,,,,,,400 - 500,400 - 500,3
2020-10-01,Ceel Afweyn,7.93,0.2,,,,,313.0,,,,,,,0 - 100,0 - 100,2
2020-10-01,Laasqoray,6.94,0.19,,,,,378.0,,,,,,,300 - 400,300 - 400,1
2020-10-01,Bossaso,6.84,0.18,12.375,38.0,,23.5,846.0,,,,,,,300 - 400,100 - 200,7
2020-10-01,Bandarbeyla,9.4,0.16,30.0,,,24.5,28.0,,,,,,,0 - 100,100 - 200,3
2020-10-01,Caluula,3.78,0.2,32.5,,,32,37.0,,,,,,,,0 - 100,4
2020-10-01,Iskushuban,3.61,0.17,30.0,,,25,120.0,,,,,,,300 - 400,100 - 200,2
2020-10-01,Qandala,7.99,0.22,,,,,44.0,,,,,,,,100 - 200,1
2020-10-01,Qardho,16.41,0.16,,,,,67.0,,,,,,,2000 - 2100,1900 - 2000,0
2020-10-01,Garoowe,63.08,0.18,12.5,26.25,25.875,23.5,1.479,,,,,1.0,1.0,400 - 500,400 - 500,6
2020-10-01,Burtinle,72.85,0.28,,,,25,440.0,,,,,1.0,1.0,300 - 400,100 - 200,3
2020-10-01,Eyl,34.08,0.22,,,,,334.0,,,,,,,,100 - 200,1
2020-10-01,Gaalkacyo,76.44,0.24,28.0,12.0,13.0,22.05,5.069,,,,,5.0,2.0,400 - 500,300 - 400,5
2020-10-01,Galdogob,61.64,0.31,,,,,247.0,,,,,,,100 - 200,100 - 200,1
2020-10-01,Hobyo,65.84,0.22,,39.0,54.0,39,541.0,,,,,1.0,2.0,200 - 300,200 - 300,5
2020-10-01,Jariiban,43.19,0.24,,,,,301.0,,,,,,,,0 - 100,1
2020-10-01,Xarardheere,46.99,0.26,7.25,,12.5,16.75,215.0,,,,,,,,0 - 100,0
2020-10-01,Dhuusamarreeb,66.57,0.26,20.0,15.5,16.0,18,102.0,,,,,6.0,2.0,0 - 100,,2
2020-10-01,Cabudwaaq,70.35,0.27,10.0,22.4,20.0,22.4,460.0,,62.0,,2.0,2.0,6.0,,0 - 100,7
2020-10-01,Cadaado,68.46,0.23,,,,,56.0,,,,2.0,2.0,0.0,,0 - 100,0
2020-10-01,Ceel Buur,60.75,0.3,,,,,303.0,,,,,,,,,0
2020-10-01,Ceel Dheer,76.74,0.27,20.0,10.875,,16.5,410.0,,,,,1.0,0.0,,,2
2020-10-01,Belet Weyne,74.4,0.3,25.0,15.75,11.0,16,2.903,3.0,10.0,,,5.0,3.0,,0 - 100,8
2020-10-01,Bulo Burto,93.03,0.41,12.0,11.25,12.0,16.5,1.649,,,,,5.0,11.0,,100 - 200,4
2020-10-01,Jalalaqsi,77.46,0.38,,,,,234.0,2.0,,,,,,,0 - 100,1
2020-10-01,Jowhar,55.83,0.36,16.0,5.775,7.275,14,130.0,5.0,,,,8.0,11.0,27300 - 27400,27400 - 27500,8
2020-10-01,Adan Yabaal,69.59,0.3,15.0,20.25,20.0,22.25,,,,,,,,0 - 100,0 - 100,1
2020-10-01,Balcad,36.67,0.31,,,,,496.0,7.0,15.0,,14.0,6.0,12.0,,100 - 200,3
2020-10-01,Cadale,56.2,0.27,,13.0,13.0,18,164.0,,,,,2.0,4.0,,,5
2020-10-01,Mogadishu,13.88,0.2,,6.825,8.325,10.75,14.66,48.0,101.0,,11.0,25.0,21.0,3700 - 3800,0 - 100,5
2020-10-01,Marka,8.58,0.36,49.0,8.125,6.7,14.25,2.823,15.0,,,18.0,9.0,2.0,100 - 200,100 - 200,6
2020-10-01,Afgooye,24.91,0.27,6.0,7.667,8.0,13.25,2.319,,,,4.0,28.0,111.0,100 - 200,3000 - 3100,4
2020-10-01,Baraawe,20.1,0.3,,,,,762.0,,,,5.0,2.0,0.0,,0 - 100,1
2020-10-01,Kurtunwaarey,67.9,0.45,,,4.8,14,,7.0,,,8.0,,,100 - 200,900 - 1000,1
2020-10-01,Qoryooley,40.36,0.35,15.0,5.0,4.95,14,149.0,1.0,,,22.0,1.0,0.0,0 - 100,500 - 600,1
2020-10-01,Sablaale,78.35,0.42,,,,,,,,,,,,,100 - 200,0
2020-10-01,Wanla Weyn,67.37,0.29,8.5,6.5,8.0,15.5,762.0,,,,,1.0,0.0,0 - 100,0 - 100,1
2020-10-01,Baydhaba,139.0,0.49,25.0,6.15,6.875,15.5,2.398,59.0,41.0,,465.0,13.0,4.0,6500 - 6600,6100 - 6200,5
2020-10-01,Buur Hakaba,101.0,0.41,,4.875,7.125,16.25,462.0,,,,,1.0,0.0,,100 - 200,4
2020-10-01,Diinsoor,69.84,0.33,35.0,5.05,5.0,34,,,,,,6.0,25.0,700 - 800,1600 - 1700,4
2020-10-01,Qansax Dheere,90.86,0.32,30.0,4.25,5.0,28,,,25.0,,19.0,4.0,3.0,,200 - 300,6
2020-10-01,Xudur,123.0,0.42,30.0,12.5,13.5,18.5,1.081,,1.0,,293.0,3.0,0.0,,0 - 100,1
2020-10-01,Ceel Barde,79.29,0.36,38.333,20.0,21.0,41.25,373.0,,,,,,,,0 - 100,5
2020-10-01,Tayeeglow,97.15,0.53,,6.5,6.0,16.5,286.0,,,,,,,900 - 900,1000 - 1100,0
2020-10-01,Waajid,113.0,0.33,,12.0,12.0,25.25,648.0,,,,,2.0,0.0,500 - 600,600 - 700,4
2020-10-01,Rab Dhuure,64.36,0.2,,,,,199.0,,,,,,,500 - 600,500 - 600,0
2020-10-01,Garbahaarey,64.04,0.26,,,,,565.0,,,,,3.0,0.0,100 - 200,100 - 200,1
2020-10-01,Baardheere,52.57,0.27,8.25,7.75,11.0,18.25,254.0,,,,,4.0,0.0,900 - 1000,500 - 600,2
2020-10-01,Belet Xaawo,44.64,0.31,22.0,15.5,17.0,19,1.096,,,,,5.0,0.0,100 - 200,0 - 100,2
2020-10-01,Ceel Waaq,33.53,0.33,13.0,15.0,16.0,24.5,114.0,,,,,1.0,0.0,0 - 100,0 - 100,5
2020-10-01,Doolow,35.54,0.2,,,,,1.336,,,,,,,300 - 400,,1
2020-10-01,Luuq,58.26,0.21,13.5,8.6,8.5,18.75,1.037,,,,,,,200 - 300,0 - 100,1
2020-10-01,Bu'aale,81.35,0.42,29.5,8.5,6.325,15.5,,28.0,,,,,,0 - 100,0 - 100,3
2020-10-01,Jilib,24.39,0.41,32.5,,6.35,15.25,,53.0,,,92.0,,,,0 - 100,3
2020-10-01,Saakow,66.94,0.27,30.0,8.35,6.692,15.75,,23.0,,,,,,1200 - 1300,200 - 300,2
2020-10-01,Kismaayo,21.07,0.38,50.0,,12.0,14,1.7,95.0,,,7.0,14.0,2.0,200 - 300,100 - 200,7
2020-10-01,Afmadow,48.15,0.33,18.0,,12.25,14,571.0,15.0,10.0,,36.0,6.0,0.0,200 - 300,100 - 200,3
2020-10-01,Badhaadhe,20.35,0.47,,,,,1.692,,,,,1.0,0.0,0 - 100,0 - 100,2
2020-10-01,Jamaame,9.09,0.4,10.0,,7.3,17,,,,,,,,300 - 400,500 - 600,4
2020-09-01,Borama,96.14,0.34,5.0,4.0,4.625,6,506.0,,,,,1.0,0.0,400 - 500,400 - 500,5
2020-09-01,Baki,39.76,0.21,,,,,593.0,,,,,,,0 - 100,0 - 100,1
2020-09-01,Lughaye,14.82,0.13,,6.0,,7.5,586.0,,,,,,,0 - 100,0 - 100,2
2020-09-01,Zeylac,21.74,0.13,5.0,5.25,,7.625,354.0,,,,,,,0 - 100,0 - 100,1
2020-09-01,Hargeysa,77.03,0.25,10.0,3.45,5.5,7,2.227,,,,,,,100 - 200,0 - 100,4
2020-09-01,Berbera,18.01,0.13,,,,,71.0,,,,,,,,0 - 100,0
2020-09-01,Gebiley,64.49,0.32,10.0,2.375,4.433,7.875,1.046,,,,,,,,,3
2020-09-01,Burco,50.13,0.22,10.0,6.0,6.0,5.25,157.0,,,,,,,100 - 200,100 - 200,4
2020-09-01,Buuhoodle,41.22,0.19,,,,,1.114,,,,,,,100 - 200,200 - 300,1
2020-09-01,Owdweyne,66.03,0.26,,,,,23.0,,,,,,,0 - 100,0 - 100,0
2020-09-01,Sheikh,57.88,0.25,,,,,4.0,,,,,,,,,0
2020-09-01,Laas Caanood,33.0,0.14,100.0,,,27.5,1.675,,,,,1.0,0.0,1000 - 1100,300 - 400,4
2020-09-01,Caynabo,36.29,0.18,,,,,536.0,,,,,,,100 - 200,100 - 200,1
2020-09-01,Taleex,39.25,0.14,,,,,39.0,,,,,,,0 - 100,600 - 700,1
2020-09-01,Xudun,29.67,0.14,,,,23,70.0,,,,,,,300 - 400,500 - 600,1
2020-09-01,Ceerigaabo,72.26,0.15,45.0,,,18.25,328.0,,,,,,,300 - 400,300 - 400,2
2020-09-01,Ceel Afweyn,53.34,0.16,,,,6.5,5.0,,,,,1.0,0.0,0 - 100,0 - 100,2
2020-09-01,Laasqoray,38.26,0.17,,,,,135.0,,,,,1.0,0.0,300 - 400,300 - 400,1
2020-09-01,Bossaso,24.45,0.16,12.5,36.25,,22.5,1.058,,,,,1.0,1.0,500 - 600,200 - 300,8
2020-09-01,Bandarbeyla,5.62,0.15,30.0,,,24,45.0,,,,,,,0 - 100,100 - 200,2
2020-09-01,Caluula,7.45,0.19,27.5,,,32,53.0,,,,,,,,0 - 100,4
2020-09-01,Iskushuban,11.37,0.15,30.0,,,23.75,132.0,,,,,,,200 - 300,100 - 200,4
2020-09-01,Qandala,30.55,0.19,,,,,41.0,,,,,,,0 - 100,100 - 200,0
2020-09-01,Qardho,22.18,0.14,,,,,107.0,,,,,,,1200 - 1300,800 - 900,1
2020-09-01,Garoowe,13.04,0.13,9.5,27.25,25.875,22.5,255.0,,,,,2.0,1.0,0 - 100,400 - 500,6
2020-09-01,Burtinle,4.79,0.17,,,,24,26.0,,,,,,,,100 - 200,1
2020-09-01,Eyl,3.51,0.15,,27.75,,26.5,223.0,,,,,,,,100 - 200,1
2020-09-01,Gaalkacyo,1.77,0.18,28.0,12.0,13.0,22,5.224,,9.0,,17.0,4.0,17.0,500 - 600,200 - 300,5
2020-09-01,Galdogob,2.23,0.19,,,,,189.0,,,,,1.0,1.0,100 - 200,100 - 200,2
2020-09-01,Hobyo,2.31,0.17,,39.0,54.75,39,391.0,,,,,,,200 - 300,200 - 300,3
2020-09-01,Jariiban,2.54,0.17,,30.0,,25,196.0,,,,,,,0 - 100,0 - 100,2
2020-09-01,Xarardheere,1.12,0.18,8.25,10.5,12.0,17.5,227.0,,,,,,,,0 - 100,0
2020-09-01,Dhuusamarreeb,1.97,0.19,20.0,14.0,16.0,19,422.0,,9.0,,3.0,9.0,3.0,600 - 700,10200 - 10200,3
2020-09-01,Cabudwaaq,4.06,0.21,10.0,22.4,20.0,22.4,176.0,1.0,52.0,,11.0,,,9700 - 9800,0 - 100,5
2020-09-01,Cadaado,2.31,0.19,,,,,25.0,,5.0,,8.0,2.0,0.0,,0 - 100,0
2020-09-01,Ceel Buur,1.5,0.2,,,,,544.0,,,,,,,,,1
2020-09-01,Ceel Dheer,1.33,0.19,19.5,10.5,,17,442.0,,,,,1.0,0.0,,,1
2020-09-01,Belet Weyne,2.97,0.23,25.0,14.25,11.0,16,1.77,4.0,6.0,,2.0,10.0,6.0,27600 - 27700,27700 - 27800,8
2020-09-01,Bulo Burto,2.94,0.25,12.0,10.75,12.0,17,,1.0,,,,5.0,4.0,,0 - 100,3
2020-09-01,Jalalaqsi,2.42,0.35,,13.0,14.0,20,183.0,,,,,2.0,0.0,,0 - 100,5
2020-09-01,Jowhar,3.5,0.41,16.0,5.625,6.5,15,1.188,15.0,11.0,,12.0,3.0,1.0,40800 - 40900,40800 - 40800,7
2020-09-01,Adan Yabaal,1.5,0.2,15.0,20.0,,26.25,,,,,,2.0,0.0,,,0
2020-09-01,Balcad,5.51,0.41,,5.0,9.0,15,1.44,5.0,,,,3.0,0.0,0 - 100,1100 - 1200,3
2020-09-01,Cadale,2.33,0.31,,14.0,14.0,14.5,328.0,,,,,4.0,6.0,,,5
2020-09-01,Mogadishu,12.01,,,8.0,11.475,10.5,17.934,97.0,205.0,,68.0,39.0,32.0,5400 - 5500,200 - 300,9
2020-09-01,Marka,8.99,0.5,46.0,8.0,7.4,14,1.628,5.0,,,14.0,13.0,0.0,0 - 100,900 - 1000,4
2020-09-01,Afgooye,7.17,0.34,,7.167,8.75,13,2.184,,,,,34.0,38.0,3600 - 3700,4700 - 4800,4
2020-09-01,Baraawe,18.32,0.41,,,,,518.0,,,,6.0,4.0,0.0,,0 - 100,1
